"","account","subaccount","type","date","num","adj","name","memo","split","debit","credit","balance"
"891","Inventory Asset","Inventory Asset","Invoice",2018-04-17,"71061",NA,"Godwin Lighting Depot:Store #202","Specialty, Stage & Studio Bulbs  60 watt","Accounts Receivable",0,17.5,139740.34
"892","Inventory Asset","Inventory Asset","Invoice",2018-04-17,"71061",NA,"Godwin Lighting Depot:Store #202","Fluorescent Lamp, T-12, Medium Bipin  (30pack)","Accounts Receivable",0,6.34,139734
"893","Inventory Asset","Inventory Asset","Invoice",2018-04-17,"71061",NA,"Godwin Lighting Depot:Store #202","Domes, White, 59x21x6 5/8 ht, 120v HPF","Accounts Receivable",0,38,139696
"894","Inventory Asset","Inventory Asset","Invoice",2018-04-22,"71064",NA,"Godwin Lighting Depot:Store #404","Vianne Lanterns, Satin Antiqued Solid Brass, 3-light wall latern, Candelabra base (60 watt max)","Accounts Receivable",0,192.57,139503.43
"895","Inventory Asset","Inventory Asset","Invoice",2018-04-22,"71064",NA,"Godwin Lighting Depot:Store #404","Renaissance Collection, (100 watt max) Millstone Finish, One-light","Accounts Receivable",0,131.82,139371.61
"896","Inventory Asset","Inventory Asset","Invoice",2018-04-22,"71064",NA,"Godwin Lighting Depot:Store #404","Drop Opal w/Solid Oak Frame, 49 1/2 x 17, 120v HPF","Accounts Receivable",0,42.88,139328.73
"897","Inventory Asset","Inventory Asset","Invoice",2018-04-22,"71064",NA,"Godwin Lighting Depot:Store #404","Beveled Mirror, Etched Ribbed Glass (75 watt max)","Accounts Receivable",0,73.49,139255.24
"898","Inventory Asset","Inventory Asset","Invoice",2018-04-22,"71064",NA,"Godwin Lighting Depot:Store #404","Chestnut (3/60 watt)  Marble Glass","Accounts Receivable",0,195.56,139059.68
"899","Inventory Asset","Inventory Asset","Invoice",2018-04-22,"71064",NA,"Godwin Lighting Depot:Store #404","2032 Series, (3-60 watt, Med) Desert Stone Finish","Accounts Receivable",0,60,138999.68
"900","Inventory Asset","Inventory Asset","Invoice",2018-04-22,"71064",NA,"Godwin Lighting Depot:Store #404","Pearl Nickle, 5 Light, Medium Base (100 watt max)","Accounts Receivable",0,80,138919.68
"901","Inventory Asset","Inventory Asset","Invoice",2018-04-22,"71064",NA,"Godwin Lighting Depot:Store #404","Verona Collection, Pendant, Cobblestone, Etched Alabaster Glass, 150 watt max","Accounts Receivable",0,280,138639.68
"902","Inventory Asset","Inventory Asset","Invoice",2018-04-22,"71064",NA,"Godwin Lighting Depot:Store #404","Pendant Bar, Cobblestone, 50lbs. max","Accounts Receivable",0,45.48,138594.2
"903","Inventory Asset","Inventory Asset","Invoice",2018-04-22,"71064",NA,"Godwin Lighting Depot:Store #404","Cand. Light, 20 watts (8 pack)","Accounts Receivable",0,36,138558.2
"904","Inventory Asset","Inventory Asset","Invoice",2018-04-22,"71064",NA,"Godwin Lighting Depot:Store #404","Fluorescent Lamp, T-12, Medium Bipin  (30pack)","Accounts Receivable",0,6.34,138551.86
"905","Inventory Asset","Inventory Asset","Invoice",2018-04-22,"71064",NA,"Godwin Lighting Depot:Store #404","Halogen Lamp, 20 watts, Luminous Intensity","Accounts Receivable",0,24,138527.86
"906","Inventory Asset","Inventory Asset","Invoice",2018-04-22,"71064",NA,"Godwin Lighting Depot:Store #404","Specialty Bulbs, 100 watt (6 pack)","Accounts Receivable",0,9.5,138518.36
"907","Inventory Asset","Inventory Asset","Invoice",2018-04-22,"71064",NA,"Godwin Lighting Depot:Store #404","Specialty, Stage & Studio Bulbs  60 watt","Accounts Receivable",0,22.5,138495.86
"908","Inventory Asset","Inventory Asset","Invoice",2018-04-25,"71058",NA,"Miscellaneous - Retail:Mrs. Anne Hemp","River Rock (8/60 watt)  Faux Alabaster Glass","Accounts Receivable",0,150,138345.86
"909","Inventory Asset","Inventory Asset","Invoice",2018-04-25,"71058",NA,"Miscellaneous - Retail:Mrs. Anne Hemp","Tiffany Collection,Golden Baroque, 1-light lantern, medium base (100 watt max)","Accounts Receivable",0,192,138153.86
"910","Inventory Asset","Inventory Asset","Invoice",2018-04-25,"71058",NA,"Miscellaneous - Retail:Mrs. Anne Hemp","Brushed Nickel, Pendant, 1-100 watt Medium Base, Satin Etched Glass","Accounts Receivable",0,100,138053.86
"911","Inventory Asset","Inventory Asset","Invoice",2018-04-25,"71058",NA,"Miscellaneous - Retail:Mrs. Anne Hemp","Pendant Bar, Textured White, 50lbs max","Accounts Receivable",0,21.54,138032.32
"912","Inventory Asset","Inventory Asset","Invoice",2018-04-25,"71058",NA,"Miscellaneous - Retail:Mrs. Anne Hemp","Pearl Nickle, 5 Light, Medium Base (100 watt max)","Accounts Receivable",0,120,137912.32
"913","Inventory Asset","Inventory Asset","Invoice",2018-04-28,"71066",NA,"Godwin Lighting Depot:Store #909","Vianne Lanterns, Satin Antiqued Solid Brass, 3-light wall latern, Candelabra base (60 watt max)","Accounts Receivable",0,192.57,137719.75
"914","Inventory Asset","Inventory Asset","Invoice",2018-04-28,"71066",NA,"Godwin Lighting Depot:Store #909","Renaissance Collection, (100 watt max) Millstone Finish, One-light","Accounts Receivable",0,131.82,137587.93
"915","Inventory Asset","Inventory Asset","Invoice",2018-04-28,"71066",NA,"Godwin Lighting Depot:Store #909","Drop Opal w/Solid Oak Frame, 49 1/2 x 17, 120v HPF","Accounts Receivable",0,42.88,137545.05
"916","Inventory Asset","Inventory Asset","Invoice",2018-04-28,"71066",NA,"Godwin Lighting Depot:Store #909","Beveled Mirror, Etched Ribbed Glass (75 watt max)","Accounts Receivable",0,73.49,137471.56
"917","Inventory Asset","Inventory Asset","Invoice",2018-04-28,"71066",NA,"Godwin Lighting Depot:Store #909","Chestnut (3/60 watt)  Marble Glass","Accounts Receivable",0,195.56,137276
"918","Inventory Asset","Inventory Asset","Invoice",2018-04-28,"71066",NA,"Godwin Lighting Depot:Store #909","2032 Series, (3-60 watt, Med) Desert Stone Finish","Accounts Receivable",0,60,137216
"919","Inventory Asset","Inventory Asset","Invoice",2018-04-28,"71066",NA,"Godwin Lighting Depot:Store #909","Pearl Nickle, 5 Light, Medium Base (100 watt max)","Accounts Receivable",0,80,137136
"920","Inventory Asset","Inventory Asset","Invoice",2018-04-28,"71066",NA,"Godwin Lighting Depot:Store #909","Verona Collection, Pendant, Cobblestone, Etched Alabaster Glass, 150 watt max","Accounts Receivable",0,280,136856
"921","Inventory Asset","Inventory Asset","Invoice",2018-04-28,"71066",NA,"Godwin Lighting Depot:Store #909","Pendant Bar, Cobblestone, 50lbs. max","Accounts Receivable",0,45.48,136810.52
"922","Inventory Asset","Inventory Asset","Invoice",2018-04-28,"71066",NA,"Godwin Lighting Depot:Store #909","Cand. Light, 20 watts (8 pack)","Accounts Receivable",0,36,136774.52
"923","Inventory Asset","Inventory Asset","Invoice",2018-04-28,"71066",NA,"Godwin Lighting Depot:Store #909","Fluorescent Lamp, T-12, Medium Bipin  (30pack)","Accounts Receivable",0,6.34,136768.18
"924","Inventory Asset","Inventory Asset","Invoice",2018-04-28,"71066",NA,"Godwin Lighting Depot:Store #909","Halogen Lamp, 20 watts, Luminous Intensity","Accounts Receivable",0,24,136744.18
"925","Inventory Asset","Inventory Asset","Invoice",2018-04-28,"71066",NA,"Godwin Lighting Depot:Store #909","Specialty Bulbs, 100 watt (6 pack)","Accounts Receivable",0,9.5,136734.68
"926","Inventory Asset","Inventory Asset","Invoice",2018-04-28,"71066",NA,"Godwin Lighting Depot:Store #909","Specialty, Stage & Studio Bulbs  60 watt","Accounts Receivable",0,22.5,136712.18
"927","Inventory Asset","Inventory Asset","Invoice",2018-04-28,"71067",NA,"Dan A. North Builders:Wagner Suites","Colonial, Brushed Steel Finish, Opal White Glass (60 watt)","Accounts Receivable",0,1000,135712.18
"928","Inventory Asset","Inventory Asset","Invoice",2018-04-28,"71067",NA,"Dan A. North Builders:Wagner Suites","Beveled Mirror, Etched Ribbed Glass (75 watt max)","Accounts Receivable",0,1224.85,134487.33
"929","Inventory Asset","Inventory Asset","Invoice",2018-04-28,"71067",NA,"Dan A. North Builders:Wagner Suites","Specialty, Stage & Studio Bulbs  60 watt","Accounts Receivable",0,25,134462.33
"930","Inventory Asset","Inventory Asset","Invoice",2018-04-28,"71067",NA,"Dan A. North Builders:Wagner Suites","Specialty Bulbs, 100 watt (6 pack)","Accounts Receivable",0,118.75,134343.58
"931","Inventory Asset","Inventory Asset","Invoice",2018-04-28,"71067",NA,"Dan A. North Builders:Wagner Suites","Flush Mount, Polished Brass (2, 13 watt)  White acrylic diffuser","Accounts Receivable",0,1602.9,132740.68
"932","Inventory Asset","Inventory Asset","Invoice",2018-04-28,"71067",NA,"Dan A. North Builders:Wagner Suites","Fluorescent Lamp, T-12, Medium Bipin  (30pack)","Accounts Receivable",0,31.71,132708.97
"933","Inventory Asset","Inventory Asset","Bill",2018-04-30,"765-06",NA,"Foster Lighting","Acid Verde, 10x21x10, 2-60 watt cand.","Accounts Payable",600,0,133308.97
"934","Inventory Asset","Inventory Asset","Bill",2018-04-30,"765-06",NA,"Foster Lighting","2032 Series, (3-60 watt, Med) Desert Stone Finish","Accounts Payable",540,0,133848.97
"935","Inventory Asset","Inventory Asset","Bill",2018-04-30,"765-06",NA,"Foster Lighting","Tapestry, (2-60 watt Med), Etched Cracked Glass, Finish 10","Accounts Payable",750,0,134598.97
"936","Inventory Asset","Inventory Asset","Bill",2018-04-30,"765-06",NA,"Foster Lighting","Chestnut (3/60 watt)  Marble Glass","Accounts Payable",950,0,135548.97
"937","Inventory Asset","Inventory Asset","Invoice",2018-05-02,"71062",NA,"Godwin Lighting Depot:Store #404","Black Finish, Solid Brass, Clear Glass, Hanging, 2-60 watt max.","Accounts Receivable",0,57.66,135491.31
"938","Inventory Asset","Inventory Asset","Invoice",2018-05-02,"71062",NA,"Godwin Lighting Depot:Store #404","Black Finish, Solid Brass,Wall Mount w/Clear Glass (2x60watt max)","Accounts Receivable",0,200,135291.31
"939","Inventory Asset","Inventory Asset","Invoice",2018-05-02,"71062",NA,"Godwin Lighting Depot:Store #404","Tapestry (8/60 watt)  Faux Alabaster Glass","Accounts Receivable",0,150,135141.31
"940","Inventory Asset","Inventory Asset","Invoice",2018-05-02,"71062",NA,"Godwin Lighting Depot:Store #404","Athena Collection, (100 watt max) Copper Verde, Seeded Glass","Accounts Receivable",0,160.71,134980.6
"941","Inventory Asset","Inventory Asset","Invoice",2018-05-02,"71062",NA,"Godwin Lighting Depot:Store #404","Broadway Collection, Polished Chrome, 4 Light (60 watt max)","Accounts Receivable",0,126,134854.6
"942","Inventory Asset","Inventory Asset","Invoice",2018-05-02,"71062",NA,"Godwin Lighting Depot:Store #404","Halogen Lamp, Volts:3.5  Tubular","Accounts Receivable",0,5,134849.6
"943","Inventory Asset","Inventory Asset","Invoice",2018-05-02,"71062",NA,"Godwin Lighting Depot:Store #404","Specialty Bulbs, 100 watt (6 pack)","Accounts Receivable",0,9.5,134840.1
"944","Inventory Asset","Inventory Asset","Invoice",2018-05-02,"71062",NA,"Godwin Lighting Depot:Store #404","Specialty, Stage & Studio Bulbs  60 watt","Accounts Receivable",0,17.5,134822.6
"945","Inventory Asset","Inventory Asset","Invoice",2018-05-02,"71062",NA,"Godwin Lighting Depot:Store #404","Fluorescent Lamp, T-12, Medium Bipin  (30pack)","Accounts Receivable",0,6.34,134816.26
"946","Inventory Asset","Inventory Asset","Invoice",2018-05-02,"71062",NA,"Godwin Lighting Depot:Store #404","Domes, White, 59x21x6 5/8 ht, 120v HPF","Accounts Receivable",0,38,134778.26
"947","Inventory Asset","Inventory Asset","Invoice",2018-05-09,"71111",NA,"Baker's Professional Lighting:Store #10","Acid Verde, 10x21x10, 2-60 watt cand.","Accounts Receivable",0,240,134538.26
"948","Inventory Asset","Inventory Asset","Invoice",2018-05-09,"71111",NA,"Baker's Professional Lighting:Store #10","Beveled Mirror, Etched Ribbed Glass (75 watt max)","Accounts Receivable",0,122.49,134415.77
"949","Inventory Asset","Inventory Asset","Invoice",2018-05-09,"71111",NA,"Baker's Professional Lighting:Store #10","Golden Umber (100 watt)  Six Light Chandelier","Accounts Receivable",0,170,134245.77
"950","Inventory Asset","Inventory Asset","Invoice",2018-05-09,"71111",NA,"Baker's Professional Lighting:Store #10","Burnished Brass (60 watt)  w/Golden Umber Accents","Accounts Receivable",0,150,134095.77
"951","Inventory Asset","Inventory Asset","Invoice",2018-05-09,"71111",NA,"Baker's Professional Lighting:Store #10","Specialty Bulbs, 100 watt (6 pack)","Accounts Receivable",0,9.5,134086.27
"952","Inventory Asset","Inventory Asset","Invoice",2018-05-09,"71111",NA,"Baker's Professional Lighting:Store #10","Specialty, Stage & Studio Bulbs  60 watt","Accounts Receivable",0,10,134076.27
"953","Inventory Asset","Inventory Asset","Invoice",2018-05-09,"71111",NA,"Baker's Professional Lighting:Store #10","Cand. Light, 20 watts (8 pack)","Accounts Receivable",0,24,134052.27
"954","Inventory Asset","Inventory Asset","Invoice",2018-05-10,"71068",NA,"Godwin Lighting Depot:Store #909","Vianne Lanterns, Satin Antiqued Solid Brass, 3-light wall latern, Candelabra base (60 watt max)","Accounts Receivable",0,192.57,133859.7
"955","Inventory Asset","Inventory Asset","Invoice",2018-05-10,"71068",NA,"Godwin Lighting Depot:Store #909","Renaissance Collection, (100 watt max) Millstone Finish, One-light","Accounts Receivable",0,131.82,133727.88
"956","Inventory Asset","Inventory Asset","Invoice",2018-05-10,"71068",NA,"Godwin Lighting Depot:Store #909","Drop Opal w/Solid Oak Frame, 49 1/2 x 17, 120v HPF","Accounts Receivable",0,42.88,133685
"957","Inventory Asset","Inventory Asset","Invoice",2018-05-10,"71068",NA,"Godwin Lighting Depot:Store #909","Beveled Mirror, Etched Ribbed Glass (75 watt max)","Accounts Receivable",0,73.49,133611.51
"958","Inventory Asset","Inventory Asset","Invoice",2018-05-10,"71068",NA,"Godwin Lighting Depot:Store #909","Chestnut (3/60 watt)  Marble Glass","Accounts Receivable",0,194.4,133417.11
"959","Inventory Asset","Inventory Asset","Invoice",2018-05-10,"71068",NA,"Godwin Lighting Depot:Store #909","2032 Series, (3-60 watt, Med) Desert Stone Finish","Accounts Receivable",0,60,133357.11
"960","Inventory Asset","Inventory Asset","Invoice",2018-05-10,"71068",NA,"Godwin Lighting Depot:Store #909","Pearl Nickle, 5 Light, Medium Base (100 watt max)","Accounts Receivable",0,80,133277.11
"961","Inventory Asset","Inventory Asset","Invoice",2018-05-10,"71068",NA,"Godwin Lighting Depot:Store #909","Verona Collection, Pendant, Cobblestone, Etched Alabaster Glass, 150 watt max","Accounts Receivable",0,280,132997.11
"962","Inventory Asset","Inventory Asset","Invoice",2018-05-10,"71068",NA,"Godwin Lighting Depot:Store #909","Pendant Bar, Cobblestone, 50lbs. max","Accounts Receivable",0,45.48,132951.63
"963","Inventory Asset","Inventory Asset","Invoice",2018-05-10,"71068",NA,"Godwin Lighting Depot:Store #909","Cand. Light, 20 watts (8 pack)","Accounts Receivable",0,36,132915.63
"964","Inventory Asset","Inventory Asset","Invoice",2018-05-10,"71068",NA,"Godwin Lighting Depot:Store #909","Fluorescent Lamp, T-12, Medium Bipin  (30pack)","Accounts Receivable",0,6.34,132909.29
"965","Inventory Asset","Inventory Asset","Invoice",2018-05-10,"71068",NA,"Godwin Lighting Depot:Store #909","Halogen Lamp, 20 watts, Luminous Intensity","Accounts Receivable",0,24,132885.29
"966","Inventory Asset","Inventory Asset","Invoice",2018-05-10,"71068",NA,"Godwin Lighting Depot:Store #909","Specialty Bulbs, 100 watt (6 pack)","Accounts Receivable",0,9.5,132875.79
"967","Inventory Asset","Inventory Asset","Invoice",2018-05-10,"71068",NA,"Godwin Lighting Depot:Store #909","Specialty, Stage & Studio Bulbs  60 watt","Accounts Receivable",0,22.5,132853.29
"968","Inventory Asset","Inventory Asset","Invoice",2018-05-16,"71095",NA,"Miscellaneous - Retail:Carlos Nazar","Acid Verde, 10x21x10, 2-60 watt cand.","Accounts Receivable",0,300,132553.29
"969","Inventory Asset","Inventory Asset","Invoice",2018-05-16,"71095",NA,"Miscellaneous - Retail:Carlos Nazar","Frosted Taupe (3/60 watt)  Marble Glass  ","Accounts Receivable",0,178.42,132374.87
"970","Inventory Asset","Inventory Asset","Invoice",2018-05-16,"71095",NA,"Miscellaneous - Retail:Carlos Nazar","Black Finish, Solid Brass, Clear Glass, Hanging, 2-60 watt max.","Accounts Receivable",0,76.88,132297.99
"971","Inventory Asset","Inventory Asset","Invoice",2018-05-16,"71095",NA,"Miscellaneous - Retail:Carlos Nazar","Beveled Mirror, Etched Ribbed Glass (75 watt max)","Accounts Receivable",0,97.99,132200
"972","Inventory Asset","Inventory Asset","Invoice",2018-05-16,"71095",NA,"Miscellaneous - Retail:Carlos Nazar","Athena Collection, Pendant, Textured White, Med. Base, 100 watt max.","Accounts Receivable",0,180,132020
"973","Inventory Asset","Inventory Asset","Invoice",2018-05-16,"71095",NA,"Miscellaneous - Retail:Carlos Nazar","Pendant Bar, Cobblestone, 50lbs. max","Accounts Receivable",0,34.11,131985.89
"974","Inventory Asset","Inventory Asset","Invoice",2018-05-16,"71113",NA,"Thompson Lighting Stores:Store #20","Acid Verde, 10x21x10, 2-60 watt cand.","Accounts Receivable",0,180,131805.89
"975","Inventory Asset","Inventory Asset","Invoice",2018-05-16,"71113",NA,"Thompson Lighting Stores:Store #20","Die Cast Lanterns, Black, 1-100 watt, Medium Base, Clear Cracked Glass","Accounts Receivable",0,154.13,131651.76
"976","Inventory Asset","Inventory Asset","Invoice",2018-05-16,"71113",NA,"Thompson Lighting Stores:Store #20","Polished Brass Pendant, 1-100 watt Medium Base, Clear Ribbed Glass","Accounts Receivable",0,128,131523.76
"977","Inventory Asset","Inventory Asset","Invoice",2018-05-16,"71113",NA,"Thompson Lighting Stores:Store #20","2032 Series, (3-60 watt, Med) Desert Stone Finish","Accounts Receivable",0,48,131475.76
"978","Inventory Asset","Inventory Asset","Invoice",2018-05-16,"71113",NA,"Thompson Lighting Stores:Store #20","Brushed Nickel, 18x7.75x6, 3-60 watt Medium Base, Satin Opal Glass","Accounts Receivable",0,74,131401.76
"979","Inventory Asset","Inventory Asset","Invoice",2018-05-16,"71113",NA,"Thompson Lighting Stores:Store #20","Tapestry (8/60 watt)  Faux Alabaster Glass","Accounts Receivable",0,75,131326.76
"980","Inventory Asset","Inventory Asset","Invoice",2018-05-16,"71113",NA,"Thompson Lighting Stores:Store #20","Frosted Taupe (3/60 watt)  Marble Glass  ","Accounts Receivable",0,89.21,131237.55
"981","Inventory Asset","Inventory Asset","Invoice",2018-05-16,"71113",NA,"Thompson Lighting Stores:Store #20","Roman Bronze, 1-light Lantern, w/tail, (100 watt max)","Accounts Receivable",0,152,131085.55
"982","Inventory Asset","Inventory Asset","Invoice",2018-05-16,"71113",NA,"Thompson Lighting Stores:Store #20","Domes, White, 59x21x6 5/8 ht, 120v HPF","Accounts Receivable",0,57,131028.55
"983","Inventory Asset","Inventory Asset","Invoice",2018-05-16,"71113",NA,"Thompson Lighting Stores:Store #20","Flat Glass, (25 watt max) Polished Brass, 4 light","Accounts Receivable",0,60.61,130967.94
"984","Inventory Asset","Inventory Asset","Invoice",2018-05-16,"71113",NA,"Thompson Lighting Stores:Store #20","Burnished Brass (60 watt)  w/Golden Umber Accents","Accounts Receivable",0,75,130892.94
"985","Inventory Asset","Inventory Asset","Invoice",2018-05-16,"71113",NA,"Thompson Lighting Stores:Store #20","Pearl Nickle, 5 Light, Medium Base (100 watt max)","Accounts Receivable",0,200,130692.94
"986","Inventory Asset","Inventory Asset","Invoice",2018-05-18,"71084",NA,"Cole Home Builders:Phase 1 - Lot 5","Acid Verde, 10x21x10, 2-60 watt cand.","Accounts Receivable",0,60,130632.94
"987","Inventory Asset","Inventory Asset","Invoice",2018-05-18,"71084",NA,"Cole Home Builders:Phase 1 - Lot 5","Sunset, Clear Glass, 1-100 watt max.","Accounts Receivable",0,52.5,130580.44
"988","Inventory Asset","Inventory Asset","Invoice",2018-05-18,"71084",NA,"Cole Home Builders:Phase 1 - Lot 5","Tapestry (8/60 watt)  Faux Alabaster Glass","Accounts Receivable",0,75,130505.44
"989","Inventory Asset","Inventory Asset","Invoice",2018-05-18,"71084",NA,"Cole Home Builders:Phase 1 - Lot 5","Chestnut (3/60 watt)  Marble Glass","Accounts Receivable",0,97.2,130408.24
"990","Inventory Asset","Inventory Asset","Invoice",2018-05-18,"71084",NA,"Cole Home Builders:Phase 1 - Lot 5","Tiffany Collection,Golden Baroque, 1-light lantern, medium base (100 watt max)","Accounts Receivable",0,96,130312.24
"991","Inventory Asset","Inventory Asset","Invoice",2018-05-18,"71084",NA,"Cole Home Builders:Phase 1 - Lot 5","2032 Series, (3-60 watt, Med) Desert Stone Finish","Accounts Receivable",0,36,130276.24
"992","Inventory Asset","Inventory Asset","Invoice",2018-05-18,"71084",NA,"Cole Home Builders:Phase 1 - Lot 5","Tapestry, (2-60 watt Med), Etched Cracked Glass, Finish 10","Accounts Receivable",0,30,130246.24
"993","Inventory Asset","Inventory Asset","Invoice",2018-05-18,"71084",NA,"Cole Home Builders:Phase 1 - Lot 5","18x8x10, Solid Brass, 3-60watt Medium Base, Satin Etched Glass","Accounts Receivable",0,65.19,130181.05
"994","Inventory Asset","Inventory Asset","Invoice",2018-05-18,"71084",NA,"Cole Home Builders:Phase 1 - Lot 5","White, 4.5x7.5, 1-100 watt Medium Base, Satin White Glass","Accounts Receivable",0,45,130136.05
"995","Inventory Asset","Inventory Asset","Invoice",2018-05-18,"71084",NA,"Cole Home Builders:Phase 1 - Lot 5","Drop Opal w/Solid Oak Frame, 49 1/2 x 17, 120v HPF","Accounts Receivable",0,64.33,130071.72
"996","Inventory Asset","Inventory Asset","Invoice",2018-05-18,"71084",NA,"Cole Home Builders:Phase 1 - Lot 5","Verona Collection, Pendant, Cobblestone, Etched Alabaster Glass, 150 watt max","Accounts Receivable",0,70,130001.72
"997","Inventory Asset","Inventory Asset","Invoice",2018-05-18,"71084",NA,"Cole Home Builders:Phase 1 - Lot 5","Fluorescent Lamp, T-12, Medium Bipin  (30pack)","Accounts Receivable",0,6.34,129995.38
"998","Inventory Asset","Inventory Asset","Invoice",2018-05-18,"71084",NA,"Cole Home Builders:Phase 1 - Lot 5","Specialty Bulbs, 100 watt (6 pack)","Accounts Receivable",0,23.75,129971.63
"999","Inventory Asset","Inventory Asset","Invoice",2018-05-18,"71084",NA,"Cole Home Builders:Phase 1 - Lot 5","Specialty, Stage & Studio Bulbs  60 watt","Accounts Receivable",0,15,129956.63
"1000","Inventory Asset","Inventory Asset","Invoice",2018-05-19,"71063",NA,"Godwin Lighting Depot:Store #404","Black Finish, Solid Brass, Clear Glass, Hanging, 2-60 watt max.","Accounts Receivable",0,57.66,129898.97
"1001","Inventory Asset","Inventory Asset","Invoice",2018-05-19,"71063",NA,"Godwin Lighting Depot:Store #404","Black Finish, Solid Brass,Wall Mount w/Clear Glass (2x60watt max)","Accounts Receivable",0,200,129698.97
"1002","Inventory Asset","Inventory Asset","Invoice",2018-05-19,"71063",NA,"Godwin Lighting Depot:Store #404","Tapestry (8/60 watt)  Faux Alabaster Glass","Accounts Receivable",0,150,129548.97
"1003","Inventory Asset","Inventory Asset","Invoice",2018-05-19,"71063",NA,"Godwin Lighting Depot:Store #404","Athena Collection, (100 watt max) Copper Verde, Seeded Glass","Accounts Receivable",0,160.71,129388.26
"1004","Inventory Asset","Inventory Asset","Invoice",2018-05-19,"71063",NA,"Godwin Lighting Depot:Store #404","Broadway Collection, Polished Chrome, 4 Light (60 watt max)","Accounts Receivable",0,126,129262.26
"1005","Inventory Asset","Inventory Asset","Invoice",2018-05-19,"71063",NA,"Godwin Lighting Depot:Store #404","Halogen Lamp, Volts:3.5  Tubular","Accounts Receivable",0,5,129257.26
"1006","Inventory Asset","Inventory Asset","Invoice",2018-05-19,"71063",NA,"Godwin Lighting Depot:Store #404","Specialty Bulbs, 100 watt (6 pack)","Accounts Receivable",0,9.5,129247.76
"1007","Inventory Asset","Inventory Asset","Invoice",2018-05-19,"71063",NA,"Godwin Lighting Depot:Store #404","Specialty, Stage & Studio Bulbs  60 watt","Accounts Receivable",0,17.5,129230.26
"1008","Inventory Asset","Inventory Asset","Invoice",2018-05-19,"71063",NA,"Godwin Lighting Depot:Store #404","Fluorescent Lamp, T-12, Medium Bipin  (30pack)","Accounts Receivable",0,6.34,129223.92
"1009","Inventory Asset","Inventory Asset","Invoice",2018-05-19,"71063",NA,"Godwin Lighting Depot:Store #404","Domes, White, 59x21x6 5/8 ht, 120v HPF","Accounts Receivable",0,38,129185.92
"1010","Inventory Asset","Inventory Asset","Invoice",2018-05-22,"71127",NA,"Kern Lighting Warehouse:Store #34","Domes, White, 59x21x6 5/8 ht, 120v HPF","Accounts Receivable",0,2850,126335.92
"1011","Inventory Asset","Inventory Asset","Invoice",2018-05-22,"71127",NA,"Kern Lighting Warehouse:Store #34","Flush Mount, Polished Brass (2, 13 watt)  White acrylic diffuser","Accounts Receivable",0,915.94,125419.98
"1012","Inventory Asset","Inventory Asset","Invoice",2018-05-22,"71127",NA,"Kern Lighting Warehouse:Store #34","Tiffany Collection,Golden Baroque, 1-light lantern, medium base (100 watt max)","Accounts Receivable",0,144,125275.98
"1013","Inventory Asset","Inventory Asset","Invoice",2018-05-24,"71086",NA,"Cole Home Builders:Phase 1 - Lot 4","Die Cast Lanterns, Black, 1-100 watt, Medium Base, Clear Cracked Glass","Accounts Receivable",0,231.19,125044.79
"1014","Inventory Asset","Inventory Asset","Invoice",2018-05-24,"71086",NA,"Cole Home Builders:Phase 1 - Lot 4","Tapestry, (2-60 watt Med), Etched Cracked Glass, Finish 10","Accounts Receivable",0,90,124954.79
"1015","Inventory Asset","Inventory Asset","Invoice",2018-05-24,"71086",NA,"Cole Home Builders:Phase 1 - Lot 4","Pearl Nickle, 5 Light, Medium Base (100 watt max)","Accounts Receivable",0,160,124794.79
"1016","Inventory Asset","Inventory Asset","Invoice",2018-05-24,"71086",NA,"Cole Home Builders:Phase 1 - Lot 4","Sunset, Clear Glass, 1-100 watt max.","Accounts Receivable",0,70,124724.79
"1017","Inventory Asset","Inventory Asset","Invoice",2018-05-24,"71086",NA,"Cole Home Builders:Phase 1 - Lot 4","Black Finish, Solid Brass, Clear Glass, Hanging, 2-60 watt max.","Accounts Receivable",0,57.66,124667.13
"1018","Inventory Asset","Inventory Asset","Invoice",2018-05-24,"71086",NA,"Cole Home Builders:Phase 1 - Lot 4","Burnished Brass (60 watt)  w/Golden Umber Accents","Accounts Receivable",0,75,124592.13
"1019","Inventory Asset","Inventory Asset","Invoice",2018-05-24,"71086",NA,"Cole Home Builders:Phase 1 - Lot 4","Chestnut (3/60 watt)  Marble Glass","Accounts Receivable",0,97.2,124494.93
"1020","Inventory Asset","Inventory Asset","Invoice",2018-05-24,"71086",NA,"Cole Home Builders:Phase 1 - Lot 4","Pendant Bar, Textured White, 50lbs max","Accounts Receivable",0,10.77,124484.16
"1021","Inventory Asset","Inventory Asset","Invoice",2018-05-24,"71086",NA,"Cole Home Builders:Phase 1 - Lot 4","Athena Collection, (100 watt max) Copper Verde, Seeded Glass","Accounts Receivable",0,32.14,124452.02
"1022","Inventory Asset","Inventory Asset","Invoice",2018-05-24,"71086",NA,"Cole Home Builders:Phase 1 - Lot 4","Cand. Light, 20 watts (8 pack)","Accounts Receivable",0,24,124428.02
"1023","Inventory Asset","Inventory Asset","Invoice",2018-05-24,"71086",NA,"Cole Home Builders:Phase 1 - Lot 4","Fluorescent Lamp, T-12, Medium Bipin  (30pack)","Accounts Receivable",0,6.34,124421.68
